Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID,intent,query,response,Priority_Level,Resolution_Status,Customer_Satisfaction_Score,Agent_ID,Resolution_Time_Hours,Category,Channel_Rating,Follow_up_Required
2024-04-07 02:37:34.050810160,Car Loan,Platinum,Lost Card,Branch Visit,Unable to pay my credit card bill online I've been waiting for days.,Yes,ABC Bank,PA,32024,Military,Yes,Mobile App,2024-04-08 02:37:34.050810160,Closed,Yes,Yes,COMP_003777,bill_payments,Unable to pay my credit card bill online I've been waiting for days.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,2,AGT_028,0.5394315926966692,Bill Payments,4,No
2024-04-07 07:52:59.435887176,Debit Card,Visa,Balance Inquiry,Branch Visit,"My card was damaged, need a replacement",No,XYZ Financial,TX,43583,Student,No,Mobile App,2024-04-07 07:52:59.435887176,Closed with explanation,Yes,Yes,COMP_003778,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_079,63.975477661594574,Card Management,2,Yes
2024-04-07 13:08:24.820964192,Savings Account,MasterCard,Loan Payment,ATM Issue,Need assistance with loan prepayment,Yes,ABC Bank,OH,30464,Student,No,Email,2024-04-09 13:08:24.820964192,In progress,Yes,No,COMP_003779,loan_assistance,Need assistance with loan prepayment,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,3,AGT_027,30.07773481061333,Loan Assistance,3,Yes
2024-04-07 18:23:50.206041208,Credit Card,Gold,Bill Payment,Phone Call,I want to escalate my previous complaint,Yes,XYZ Financial,GA,61301,Military,Yes,Phone,2024-04-07 18:23:50.206041208,Closed,Yes,No,COMP_003780,complaint_management,I want to escalate my previous complaint,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,1,AGT_010,12.57260402573366,Complaint Management,1,No
2024-04-07 23:39:15.591118224,Fixed Deposit,Premium,Balance Inquiry,Online Issue,Need assistance with loan prepayment,No,ABC Bank,NC,33560,None,No,Mobile App,2024-04-07 23:39:15.591118224,Closed with explanation,Yes,No,COMP_003781,loan_assistance,Need assistance with loan prepayment,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Escalated,1,AGT_020,23.16741390072891,Loan Assistance,4,No
2024-04-08 04:54:40.976195240,Fixed Deposit,Platinum,Lost Card,Branch Visit,Can you help me pay my utility bills,No,Digital Bank Corp,CA,56761,None,Yes,Phone,2024-04-08 04:54:40.976195240,Closed with explanation,No,No,COMP_003782,bill_payments,Can you help me pay my utility bills,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_078,31.331459806875046,Bill Payments,1,No
2024-04-08 10:10:06.361272248,Savings Account,Platinum,Bill Payment,Email,I need to activate my new credit card Please help me quickly.,Yes,ABC Bank,OH,98353,None,No,Mobile App,2024-04-09 10:10:06.361272248,Closed with explanation,No,No,COMP_003783,card_management,I need to activate my new credit card Please help me quickly.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_059,38.12517054945779,Card Management,1,No
2024-04-08 15:25:31.746349264,Savings Account,Basic,Fees,Online Issue,Need assistance with mobile recharge I've been waiting for days.,No,Digital Bank Corp,NC,10069,Military,Yes,Web,2024-04-10 15:25:31.746349264,Closed with explanation,Yes,No,COMP_003784,bill_payments,Need assistance with mobile recharge I've been waiting for days.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,5,AGT_068,24.851714413673538,Bill Payments,3,No
2024-04-08 20:40:57.131426280,Fixed Deposit,Basic,Interest Rate,ATM Issue,I need to check my account balance but cannot access online banking,Yes,Digital Bank Corp,IL,68410,None,No,Web,2024-04-09 20:40:57.131426280,Closed with explanation,Yes,Yes,COMP_003785,balance_inquiry,I need to check my account balance but cannot access online banking,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_093,1.8621999141003625,Balance Inquiry,4,No
2024-04-09 01:56:22.516503296,Debit Card,MasterCard,Account Access,ATM Issue,Want to file a complaint about poor service,No,XYZ Financial,NY,23545,Student,Yes,Phone,2024-04-10 01:56:22.516503296,Closed,No,No,COMP_003786,complaint_management,Want to file a complaint about poor service,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_020,14.14137412859424,Complaint Management,5,Yes
2024-04-09 07:11:47.901580312,Current Account,Visa,Balance Inquiry,ATM Issue,I want to escalate my previous complaint This is the third time I'm calling.,Yes,Regional Credit Union,NY,54186,None,Yes,Email,2024-04-10 07:11:47.901580312,In progress,Yes,No,COMP_003787,complaint_management,I want to escalate my previous complaint This is the third time I'm calling.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_036,55.915777388855865,Complaint Management,1,No
2024-04-09 12:27:13.286657328,Fixed Deposit,Rupay,Card Unblock,Phone Call,I faced discrimination at your branch,Yes,XYZ Financial,OH,38099,Older American,Yes,Mobile App,2024-04-09 12:27:13.286657328,Closed with explanation,Yes,No,COMP_003788,complaint_management,I faced discrimination at your branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,2,AGT_026,43.04177430624105,Complaint Management,2,No
2024-04-09 17:42:38.671734344,Car Loan,Premium,Fees,Branch Visit,I need to verify my account balance,Yes,XYZ Financial,NY,39554,Military,No,Web,2024-04-10 17:42:38.671734344,Closed with explanation,No,No,COMP_003789,balance_inquiry,I need to verify my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Pending,5,AGT_055,50.45230202855177,Balance Inquiry,4,No
2024-04-09 22:58:04.056811360,Debit Card,Platinum,Interest Rate,Phone Call,Unable to pay my credit card bill online I've been waiting for days.,Yes,Digital Bank Corp,PA,13216,None,Yes,Mobile App,2024-04-09 22:58:04.056811360,In progress,Yes,No,COMP_003790,bill_payments,Unable to pay my credit card bill online I've been waiting for days.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Escalated,5,AGT_011,43.68051853907376,Bill Payments,3,No
2024-04-10 04:13:29.441888376,Car Loan,Visa,Card Block,ATM Issue,I want to make partial loan prepayment,Yes,Digital Bank Corp,MI,94551,None,No,Web,2024-04-10 04:13:29.441888376,Closed with explanation,No,No,COMP_003791,loan_assistance,I want to make partial loan prepayment,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_075,10.689286040911194,Loan Assistance,5,No
2024-04-10 09:28:54.826965392,Car Loan,Standard,Fees,Email,Can you help me check my account balance,Yes,ABC Bank,GA,33270,Military,Yes,Phone,2024-04-12 09:28:54.826965392,Closed with explanation,Yes,No,COMP_003792,balance_inquiry,Can you help me check my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_094,6.057863827253557,Balance Inquiry,5,No
2024-04-10 14:44:20.212042408,Personal Loan,Gold,Fees,Email,Not happy with the service quality,No,Regional Credit Union,NC,26057,None,Yes,Web,2024-04-11 14:44:20.212042408,Closed with explanation,Yes,No,COMP_003793,complaint_management,Not happy with the service quality,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_055,11.229322317592526,Complaint Management,5,No
2024-04-10 19:59:45.597119424,Current Account,MasterCard,Interest Rate,ATM Issue,I want to know my current account balance,Yes,XYZ Financial,PA,59850,None,Yes,Email,2024-04-11 19:59:45.597119424,Closed,Yes,Yes,COMP_003794,balance_inquiry,I want to know my current account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Pending,3,AGT_042,23.735154401175162,Balance Inquiry,4,No
2024-04-11 01:15:10.982196440,Savings Account,Standard,Card Block,Phone Call,Need assistance with loan prepayment,Yes,National Bank,IL,54926,None,No,Mobile App,2024-04-12 01:15:10.982196440,Closed with explanation,Yes,No,COMP_003795,loan_assistance,Need assistance with loan prepayment,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,5,AGT_009,37.49881537973388,Loan Assistance,3,No
2024-04-11 06:30:36.367273448,Debit Card,Platinum,Account Access,Online Issue,I faced discrimination at your branch,No,ABC Bank,MI,31161,None,Yes,Phone,2024-04-11 06:30:36.367273448,Closed with explanation,Yes,Yes,COMP_003796,complaint_management,I faced discrimination at your branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_043,12.747121729941062,Complaint Management,5,No
2024-04-11 11:46:01.752350464,Fixed Deposit,Premium,Balance Inquiry,ATM Issue,Can you help me check my account balance,Yes,XYZ Financial,GA,70161,Older American,Yes,Web,2024-04-12 11:46:01.752350464,Closed with explanation,Yes,No,COMP_003797,balance_inquiry,Can you help me check my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Escalated,1,AGT_088,0.20266976260130742,Balance Inquiry,3,No
2024-04-11 17:01:27.137427480,Car Loan,Standard,Transaction Dispute,Phone Call,Want to file a formal complaint,No,ABC Bank,NY,32433,Student,Yes,Phone,2024-04-13 17:01:27.137427480,Closed,Yes,Yes,COMP_003798,complaint_management,Want to file a formal complaint,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,1,AGT_098,1.740677487877558,Complaint Management,3,No
2024-04-11 22:16:52.522504496,Credit Card,MasterCard,Account Access,Email,Need to report my stolen credit card This is the third time I'm calling.,Yes,ABC Bank,MI,34747,Student,Yes,Mobile App,2024-04-12 22:16:52.522504496,In progress,Yes,No,COMP_003799,card_management,Need to report my stolen credit card This is the third time I'm calling.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_070,6.204516478987958,Card Management,4,No
2024-04-12 03:32:17.907581512,Car Loan,MasterCard,Loan Payment,Email,I want to apply for a personal loan Please help me quickly.,Yes,XYZ Financial,FL,32016,Older American,No,Phone,2024-04-12 03:32:17.907581512,Closed with explanation,Yes,No,COMP_003800,loan_assistance,I want to apply for a personal loan Please help me quickly.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,5,AGT_066,9.53547873433872,Loan Assistance,4,No
2024-04-12 08:47:43.292658528,Current Account,Standard,Account Access,Mobile App,I want to check my checking account balance,Yes,ABC Bank,CA,76287,Military,Yes,Phone,2024-04-14 08:47:43.292658528,Closed with explanation,No,Yes,COMP_003801,balance_inquiry,I want to check my checking account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_036,16.98397816757511,Balance Inquiry,3,No
2024-04-12 14:03:08.677735544,Fixed Deposit,Visa,Account Access,Chat,My payment was successful but not updated,Yes,Digital Bank Corp,IL,46837,Older American,Yes,Mobile App,2024-04-13 14:03:08.677735544,Closed with explanation,Yes,No,COMP_003802,bill_payments,My payment was successful but not updated,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,3,AGT_009,8.255183876130223,Bill Payments,2,No
2024-04-12 19:18:34.062812560,Home Loan,Basic,Bill Payment,Branch Visit,Can you tell me my available balance Please help me quickly.,Yes,Regional Credit Union,MI,31150,Military,Yes,Mobile App,2024-04-13 19:18:34.062812560,Closed with explanation,Yes,No,COMP_003803,balance_inquiry,Can you tell me my available balance Please help me quickly.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Pending,4,AGT_073,4.593794502667364,Balance Inquiry,1,Yes
2024-04-13 00:33:59.447889576,Current Account,Visa,Interest Rate,Mobile App,Please block my card as it's been stolen,No,National Bank,CA,81166,None,Yes,Mobile App,2024-04-14 00:33:59.447889576,Closed,Yes,Yes,COMP_003804,card_management,Please block my card as it's been stolen,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_094,3.735499868952739,Card Management,3,No
2024-04-13 05:49:24.832966592,Personal Loan,Gold,Interest Rate,Online Issue,I need to verify my account balance,Yes,XYZ Financial,TX,52309,None,Yes,Mobile App,2024-04-13 05:49:24.832966592,Closed with explanation,No,No,COMP_003805,balance_inquiry,I need to verify my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Resolved,1,AGT_015,0.740056131290435,Balance Inquiry,2,No
2024-04-13 11:04:50.218043608,Current Account,Rupay,Lost Card,Phone Call,"My card was damaged, need a replacement",No,XYZ Financial,FL,78806,None,Yes,Web,2024-04-14 11:04:50.218043608,Closed with explanation,Yes,No,COMP_003806,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,2,AGT_037,29.89065158361233,Card Management,4,Yes
2024-04-13 16:20:15.603120624,Home Loan,Premium,Bill Payment,Email,I need to check my account balance but cannot access online banking I've been waiting for days.,Yes,ABC Bank,PA,97473,None,Yes,Email,2024-04-14 16:20:15.603120624,Closed,Yes,No,COMP_003807,balance_inquiry,I need to check my account balance but cannot access online banking I've been waiting for days.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_004,7.099781099039706,Balance Inquiry,4,No
2024-04-13 21:35:40.988197640,Current Account,Gold,Card Unblock,Email,Not happy with the service quality,Yes,ABC Bank,PA,55475,None,Yes,Email,2024-04-13 21:35:40.988197640,Closed,Yes,No,COMP_003808,complaint_management,Not happy with the service quality,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Pending,1,AGT_054,18.802165921748042,Complaint Management,2,Yes
2024-04-14 02:51:06.373274656,Home Loan,Basic,Loan Payment,ATM Issue,Need to report my stolen credit card,No,Digital Bank Corp,NC,79900,None,No,Phone,2024-04-16 02:51:06.373274656,Closed,Yes,Yes,COMP_003809,card_management,Need to report my stolen credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_065,1.3905187596928517,Card Management,2,No
2024-04-14 08:06:31.758351664,Fixed Deposit,Basic,Bill Payment,Branch Visit,My issue was not resolved properly,No,Digital Bank Corp,PA,96310,None,Yes,Web,2024-04-16 08:06:31.758351664,In progress,No,No,COMP_003810,complaint_management,My issue was not resolved properly,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_090,45.88019359984105,Complaint Management,1,No
2024-04-14 13:21:57.143428688,Current Account,Platinum,Bill Payment,ATM Issue,"My debit card is not working, please help This is urgent.",Yes,XYZ Financial,OH,81535,Student,Yes,Phone,2024-04-14 13:21:57.143428688,Closed with explanation,No,No,COMP_003811,card_management,"My debit card is not working, please help This is urgent.",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Escalated,5,AGT_080,42.34682734329553,Card Management,4,Yes
2024-04-14 18:37:22.528505696,Car Loan,Basic,Card Unblock,Mobile App,I want to apply for a personal loan,Yes,ABC Bank,FL,49356,None,No,Mobile App,2024-04-16 18:37:22.528505696,Closed with explanation,Yes,No,COMP_003812,loan_assistance,I want to apply for a personal loan,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_047,35.307467030380835,Loan Assistance,4,No
2024-04-14 23:52:47.913582720,Current Account,Premium,Lost Card,ATM Issue,I want to unblock my card that was blocked yesterday,Yes,ABC Bank,PA,28949,Student,No,Phone,2024-04-14 23:52:47.913582720,Closed,Yes,No,COMP_003813,card_management,I want to unblock my card that was blocked yesterday,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,4,AGT_048,57.375398837842596,Card Management,1,Yes
2024-04-15 05:08:13.298659728,Fixed Deposit,Gold,Account Access,ATM Issue,My card is lost and I need to block it immediately,No,National Bank,NY,79479,None,Yes,Web,2024-04-17 05:08:13.298659728,Closed with explanation,Yes,No,COMP_003814,card_management,My card is lost and I need to block it immediately,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_081,34.546397286753546,Card Management,4,No
2024-04-15 10:23:38.683736752,Current Account,Visa,Lost Card,ATM Issue,Need reminder for upcoming bill payment,No,Digital Bank Corp,IL,83597,None,No,Mobile App,2024-04-16 10:23:38.683736752,Closed,Yes,No,COMP_003815,bill_payments,Need reminder for upcoming bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,4,AGT_038,36.13274048223488,Bill Payments,4,No
2024-04-15 15:39:04.068813760,Current Account,Premium,Bill Payment,Mobile App,I need to activate my new credit card,Yes,National Bank,IL,81114,Student,No,Phone,2024-04-17 15:39:04.068813760,Closed,Yes,Yes,COMP_003816,card_management,I need to activate my new credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Escalated,2,AGT_071,16.77878706694257,Card Management,3,Yes
2024-04-15 20:54:29.453890768,Car Loan,Visa,Transaction Dispute,Email,Need balance information for my savings account,No,XYZ Financial,GA,79697,Student,No,Phone,2024-04-16 20:54:29.453890768,In progress,Yes,No,COMP_003817,balance_inquiry,Need balance information for my savings account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Resolved,2,AGT_022,32.826821057634305,Balance Inquiry,3,No
2024-04-16 02:09:54.838967792,Current Account,Premium,Balance Inquiry,Chat,Want to know my outstanding loan amount This is urgent.,Yes,Digital Bank Corp,NY,49352,None,Yes,Phone,2024-04-16 02:09:54.838967792,Closed with explanation,No,No,COMP_003818,loan_assistance,Want to know my outstanding loan amount This is urgent.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_014,27.07314921744262,Loan Assistance,2,No
2024-04-16 07:25:20.224044800,Debit Card,Basic,Transaction Dispute,Online Issue,Not happy with the service quality,Yes,XYZ Financial,IL,53844,Older American,Yes,Mobile App,2024-04-18 07:25:20.224044800,In progress,No,Yes,COMP_003819,complaint_management,Not happy with the service quality,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_076,14.481238013714197,Complaint Management,3,No
2024-04-16 12:40:45.609121824,Debit Card,Premium,Transaction Dispute,Chat,How much money do I have in my account,Yes,ABC Bank,IL,27561,None,Yes,Web,2024-04-17 12:40:45.609121824,Closed,Yes,No,COMP_003820,balance_inquiry,How much money do I have in my account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_049,5.009131830450391,Balance Inquiry,3,No
2024-04-16 17:56:10.994198832,Personal Loan,Premium,Account Access,Mobile App,Want to know my outstanding loan amount,Yes,ABC Bank,FL,16876,None,Yes,Phone,2024-04-18 17:56:10.994198832,Closed with explanation,Yes,No,COMP_003821,loan_assistance,Want to know my outstanding loan amount,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Pending,5,AGT_082,13.991626330985053,Loan Assistance,4,Yes
2024-04-16 23:11:36.379275856,Current Account,Platinum,Bill Payment,Online Issue,What's my remaining loan tenure,No,Regional Credit Union,NY,35786,None,Yes,Phone,2024-04-18 23:11:36.379275856,Closed,Yes,No,COMP_003822,loan_assistance,What's my remaining loan tenure,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_051,10.926425259207805,Loan Assistance,3,Yes
2024-04-17 04:27:01.764352864,Car Loan,Rupay,Card Block,Mobile App,I want to check my checking account balance,No,National Bank,FL,56875,None,Yes,Mobile App,2024-04-17 04:27:01.764352864,Closed,Yes,No,COMP_003823,balance_inquiry,I want to check my checking account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_065,9.006207702963835,Balance Inquiry,1,No
2024-04-17 09:42:27.149429888,Home Loan,Basic,Transaction Dispute,Branch Visit,I need to check my account balance but cannot access online banking,Yes,ABC Bank,OH,36652,Student,Yes,Web,2024-04-17 09:42:27.149429888,Closed with explanation,Yes,No,COMP_003824,balance_inquiry,I need to check my account balance but cannot access online banking,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Pending,5,AGT_039,1.5800039828003798,Balance Inquiry,5,No
2024-04-17 14:57:52.534506896,Fixed Deposit,Basic,Card Block,Chat,I faced discrimination at your branch,Yes,National Bank,NY,59547,None,Yes,Email,2024-04-17 14:57:52.534506896,In progress,Yes,No,COMP_003825,complaint_management,I faced discrimination at your branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,5,AGT_055,10.575679907394907,Complaint Management,1,No
2024-04-17 20:13:17.919583920,Savings Account,Platinum,Card Unblock,Branch Visit,Not happy with the service quality,No,XYZ Financial,CA,66249,Military,Yes,Phone,2024-04-17 20:13:17.919583920,Closed,No,No,COMP_003826,complaint_management,Not happy with the service quality,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_002,2.621047240949525,Complaint Management,4,No
2024-04-18 01:28:43.304660928,Fixed Deposit,Basic,Balance Inquiry,Email,I want to unblock my card that was blocked yesterday,Yes,Regional Credit Union,MI,48282,Student,Yes,Mobile App,2024-04-19 01:28:43.304660928,Closed,Yes,No,COMP_003827,card_management,I want to unblock my card that was blocked yesterday,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_027,8.046340556496336,Card Management,1,Yes
2024-04-18 06:44:08.689737952,Home Loan,Premium,Lost Card,Online Issue,"My loan payment is overdue, what should I do",Yes,XYZ Financial,NY,84957,Student,Yes,Phone,2024-04-18 06:44:08.689737952,Closed,Yes,No,COMP_003828,loan_assistance,"My loan payment is overdue, what should I do",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Resolved,4,AGT_021,85.97974097288197,Loan Assistance,2,No
2024-04-18 11:59:34.074814960,Current Account,Premium,Card Block,Branch Visit,Please provide my account balance details,Yes,Digital Bank Corp,MI,40496,Military,Yes,Web,2024-04-20 11:59:34.074814960,Closed with explanation,Yes,No,COMP_003829,balance_inquiry,Please provide my account balance details,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,2,AGT_019,49.61750323669669,Balance Inquiry,5,No
2024-04-18 17:14:59.459891968,Personal Loan,Basic,Bill Payment,ATM Issue,I want to unblock my card that was blocked yesterday,No,Regional Credit Union,NY,21997,None,Yes,Phone,2024-04-19 17:14:59.459891968,Closed,Yes,No,COMP_003830,card_management,I want to unblock my card that was blocked yesterday,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_057,13.588426073161418,Card Management,5,No
2024-04-18 22:30:24.844968992,Savings Account,MasterCard,Card Block,Email,What's my remaining loan tenure This is urgent.,No,ABC Bank,NY,73087,Student,No,Web,2024-04-18 22:30:24.844968992,Closed,Yes,No,COMP_003831,loan_assistance,What's my remaining loan tenure This is urgent.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Escalated,1,AGT_083,15.371346229448566,Loan Assistance,5,Yes
2024-04-19 03:45:50.230046000,Personal Loan,Platinum,Transaction Dispute,ATM Issue,Need help with card activation process,Yes,Regional Credit Union,OH,27698,Student,Yes,Phone,2024-04-21 03:45:50.230046000,Closed with explanation,Yes,No,COMP_003832,card_management,Need help with card activation process,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,2,AGT_027,0.3840846806864179,Card Management,5,No
2024-04-19 09:01:15.615123024,Debit Card,Gold,Lost Card,Phone Call,The customer service was very poor,No,XYZ Financial,NY,66414,None,Yes,Mobile App,2024-04-20 09:01:15.615123024,Closed with explanation,Yes,No,COMP_003833,complaint_management,The customer service was very poor,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,5,AGT_052,39.75412090096315,Complaint Management,4,No
2024-04-19 14:16:41.000200032,Credit Card,Premium,Transaction Dispute,Online Issue,"My card was damaged, need a replacement",Yes,Regional Credit Union,TX,34355,None,Yes,Mobile App,2024-04-19 14:16:41.000200032,Closed,Yes,No,COMP_003834,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_032,34.300010931616896,Card Management,3,No
2024-04-19 19:32:06.385277056,Personal Loan,Platinum,Account Access,Email,I want to apply for a personal loan I've been waiting for days.,No,National Bank,CA,45140,None,Yes,Phone,2024-04-21 19:32:06.385277056,Closed with explanation,Yes,No,COMP_003835,loan_assistance,I want to apply for a personal loan I've been waiting for days.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,4,AGT_027,20.230421601803844,Loan Assistance,2,Yes
2024-04-20 00:47:31.770354064,Current Account,Platinum,Card Block,Mobile App,The customer service was very poor,Yes,Digital Bank Corp,CA,64798,Military,Yes,Phone,2024-04-22 00:47:31.770354064,Closed with explanation,Yes,No,COMP_003836,complaint_management,The customer service was very poor,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Pending,1,AGT_016,11.938744865921636,Complaint Management,1,Yes
2024-04-20 06:02:57.155431088,Current Account,Premium,Balance Inquiry,ATM Issue,I need to verify my account balance,No,National Bank,OH,61475,Older American,Yes,Phone,2024-04-21 06:02:57.155431088,Closed with explanation,Yes,No,COMP_003837,balance_inquiry,I need to verify my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,3,AGT_089,64.81682684416852,Balance Inquiry,4,No
2024-04-20 11:18:22.540508096,Home Loan,Gold,Balance Inquiry,Phone Call,I need to check my account balance but cannot access online banking This is urgent.,Yes,National Bank,TX,62008,Older American,Yes,Email,2024-04-20 11:18:22.540508096,Closed,Yes,No,COMP_003838,balance_inquiry,I need to check my account balance but cannot access online banking This is urgent.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Pending,5,AGT_071,7.912219096930352,Balance Inquiry,4,No
2024-04-20 16:33:47.925585120,Savings Account,MasterCard,Fees,Mobile App,I need to activate my new credit card,No,XYZ Financial,FL,83566,Military,Yes,Web,2024-04-20 16:33:47.925585120,Closed with explanation,Yes,No,COMP_003839,card_management,I need to activate my new credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_010,42.29260857942165,Card Management,4,Yes
2024-04-20 21:49:13.310662128,Credit Card,Platinum,Transaction Dispute,ATM Issue,The staff was very rude to me,Yes,Digital Bank Corp,NY,93929,None,Yes,Web,2024-04-20 21:49:13.310662128,Closed,No,No,COMP_003840,complaint_management,The staff was very rude to me,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,3,AGT_035,3.360346596040965,Complaint Management,2,No
2024-04-21 03:04:38.695739152,Home Loan,Rupay,Lost Card,Phone Call,The customer service was very poor,Yes,Digital Bank Corp,PA,59941,None,No,Mobile App,2024-04-21 03:04:38.695739152,Closed with explanation,Yes,No,COMP_003841,complaint_management,The customer service was very poor,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_091,38.99520631243226,Complaint Management,3,No
2024-04-21 08:20:04.080816160,Debit Card,Visa,Transaction Dispute,Chat,"My loan payment is overdue, what should I do",Yes,Regional Credit Union,NC,53669,Student,Yes,Phone,2024-04-21 08:20:04.080816160,Closed,Yes,No,COMP_003842,loan_assistance,"My loan payment is overdue, what should I do",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Pending,3,AGT_008,35.10236891086243,Loan Assistance,4,Yes
2024-04-21 13:35:29.465893168,Current Account,Basic,Account Access,Branch Visit,Want to know my outstanding loan amount,Yes,National Bank,FL,90222,None,Yes,Web,2024-04-22 13:35:29.465893168,Closed,Yes,Yes,COMP_003843,loan_assistance,Want to know my outstanding loan amount,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_064,13.314304969535302,Loan Assistance,4,No
